District,Code,Party,Incumbent Name,,Pronunciation Guide,,First Elected,Birth Year,Gender,Race/ Ethnicity,Religion,LGBTQ,Pre-2018 Incumbent,2016 President,,2012 President,,2008 President,,2018 US House,,2016 US House,,2014 US House,,2012 Two-Party,,2014-2018 ACS Citizen Adult Population,,,,,,2010 Census Adult Population by Race,,,,,,2014-2018 ACS Educational Attainment Among Adults 25+ and Median Household Income,,,,,,,,,,Non-College White Share,2013-2022 House Specials,,,,2016 President,,,2012 President,,,2008 President,,,2018 House,,,,2016 House,,,,2014 House,,,,2012 House 2-Party,,Special Elections,,,,ACS Citizen Population (Includes Latinos of Any Race),,,,,,,ACS Citizen Voting Age Population (Includes Latinos of Any Race),,,,,,,2010 Census Total Population (Includes Latinos of Any Race),,,,,,,2010 Census Voting Age Population (Includes Latinos of Any Race),,,,,,,2018 5-Year ACS Educational Attainment,,,,,2018 5-Year ACS White Educational Attainment,,,,
,,,First,Last,Phonetic,IPA,,,,,,,,Clinton,Trump,Obama,Romney,Obama,McCain,Dem,Rep,Dem,Rep,Dem,Rep,Dem,Rep,White,Black,Latino,Asian and Pacific Islander,Native,Other,White,Black,Latino,Asian and Pacific Islander,Native,Other,High School or Greater,HS Rank,Bachelor's Degree or Higher,BA Rank (Bachelor's Degree Share),White BA (Bachelor's Degree or Higher Among Whites Only),White BA Rank (Bachelor's Degree Share),Median Income,Income Rank,White Income,White Rank,,Date,Dem,Rep,,Total,Clinton,Trump,Total,Obama,Romney,Total,Obama,McCain,Total,Dem,Rep,Other,Total,Dem,Rep,Other,Total,Dem,Rep,Other,Dem,Rep,Total,Dem,Rep,Other,Total,White,Black,Latino,Asian and Pacific Islander,Native American,Other,Total,White,Black,Latino,Asian and Pacific Islander,Native American,Other,Total,White,Black,Latino,Asian and Pacific Islander,Native American,Other,Total,White,Black,Latino,Asian and Pacific Islander,Native American,Other,Total,< High School,High School,Some College,College,Total,< High School,High School,Some College,College
Pennsylvania's 18th,PA-18,Democratic,Mike,Doyle,(MAHYK DOY-uhl),/maɪk 'dɔɪ.əl/,1994,1953,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,62.1,34.6,63.5,35.2,63.4,35.7,100.0,0.0,      Redrawn,,      Redrawn,,      Redrawn,,77.9,16.5,1.8,1.9,0.1,1.7,77.4,16.7,1.5,3.0,0.1,1.3 ,93.4 ,34 ,37.3 ,109 ,39.8 ,147 ,"$51,380",322,"$58,874",297,46.9,,,,342,"361,913","224,898","125,091","349,821","222,094","123,263","370,833","235,082","132,235","231,472","231,472",0,0,,,,,,,,,,,,,,,"676,325","504,650","123,020","14,445","13,995",745,"19,480","553,520","431,095","91,555","10,190","10,460",600,"9,620","705,688","524,615","132,642","12,144","20,272",983,"15,032","573,418","443,692","95,551","8,628","17,287",800,"7,460","497,009","32,592","146,116","132,730","185,571","383,084","19,875","111,791","98,898","152,520"
Rhode Island's 1st,RI-01,Democratic,David,Cicilline,(DEY-vid si-si-LEE-nee),/'deɪ.vɪd ˌsɪ.sɪ.'li.ni/,2010,1961,Man,White - Non-Hispanic,Jewish,Gay,Won,60.5,34.9,66.2,32.2,66.6,31.8,66.7,33.1,64.5,35.1,59.5,40.2,56.5,43.5,77.0,6.5,11.9,2.4,0.4,1.7,75.7,5.8,11.9,3.0,0.3,3.3 ,86.0 ,313 ,33.2 ,156 ,37.4 ,168 ,"$58,290",218,"$66,642",209,48.2,,,,343,"216,116","130,682","75,510","213,460","141,332","68,685","225,615","150,363","71,764","174,083","116,099","57,567",417,"202,371","130,534","71,023",814,"146,353","87,060","58,877",416,"108,612","83,737",,,,,"491,180","354,560","35,695","74,865","12,485","2,085","11,485","386,615","297,720","25,265","46,170","9,385","1,615","6,460","525,933","377,374","33,572","75,650","15,533","1,791","22,013","412,614","312,510","23,909","48,985","12,193","1,311","13,706","367,057","51,240","101,898","92,047","121,872","269,863","28,874","72,223","67,821","100,945"
Rhode Island's 2nd,RI-02,Democratic,Jim,Langevin,(JIM LAN-juh-vin),/dʒɪm 'læn.dʒə.vɪn/,2000,1964,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,51.1,44.0,59.8,38.3,59.9,38.3,63.5,36.3,58.1,30.7,62.2,37.6,61.3,38.7,84.4,3.5,8.1,2.3,0.3,1.3,83.7,3.2,8.6,2.7,0.4,1.4 ,90.0 ,170 ,33.3 ,152 ,35.8 ,189 ,"$68,294",131,"$72,925",163,54.1,,,,344,"238,589","121,843","105,033","231,208","138,345","88,519","244,152","146,208","93,627","199,197","126,476","72,271",450,"229,148","133,108","70,301","25,739","169,904","105,716","63,844",344,"124,067","78,189",,,,,"500,850","405,815","18,655","52,505","12,855","1,750","9,280","402,445","339,615","14,230","32,725","9,415","1,210","5,250","526,634","426,311","17,988","55,005","14,760","2,229","10,341","415,997","348,313","13,316","35,730","11,304","1,622","5,712","366,131","36,754","105,109","102,176","122,092","301,291","23,062","83,745","86,519","107,965"
South Carolina's 1st,SC-01,Democratic,Joe,Cunningham,(JOH KUHN-ing-ham),/dʒoʊ 'kʌ.niŋg.hæm/,2018,1982,Man,White - Non-Hispanic,Christian - Protestant,No,Lost in primary,40.4,53.5,40.2,58.3,42.7,56.1,50.6,49.2,36.8,58.6,0.0,93.4,36.5,63.5,75.3,18.1,3.5,1.5,0.2,1.4,73.4,17.8,5.5,1.8,0.3,1.2 ,93.0 ,45 ,39.5 ,88 ,45.3 ,92 ,"$67,068",140,"$75,612",137,41.2,7-May-13,45.2,54.0,345,"333,021","134,685","178,052","297,933","119,756","173,550","278,253","118,886","156,066","287,433","145,455","141,473",505,"325,170","119,779","190,410","14,981","127,815",0,"119,392","8,423","103,557","179,908","143,635","64,961","77,600","1,074","742,935","536,175","141,045","36,520","11,030","1,880","16,285","578,365","435,550","104,565","20,330","8,535","1,415","7,975","650,785","458,423","124,899","41,893","11,245","2,070","12,255","501,866","368,327","89,421","27,654","8,860","1,588","6,016","537,624","37,603","123,950","163,891","212,180","401,476","18,715","80,242","120,764","181,755"
South Carolina's 2nd,SC-02,Republican,Joe,Wilson,(JOH WIL-suhn),/dʒoʊ 'wɪl.sən/,2001 Special,1947,Man,White - Non-Hispanic,Christian - Presbyterian,No,Won,38.6,56.3,39.4,59.1,39.4,59.5,42.5,56.3,35.9,60.2,35.3,62.4,0.0,100.0,70.5,23.5,2.9,1.4,0.3,1.4,70.5,21.7,4.6,1.7,0.4,1.1 ,90.2 ,160 ,33.3 ,154 ,36.5 ,182 ,"$58,931",209,"$65,101",220,44.8,,,,346,"312,625","120,591","175,985","287,443","113,338","170,005","285,473","112,547","169,885","257,139","109,199","144,642","3,298","304,996","109,452","183,746","11,798","194,808","68,719","121,649","4,440",0,"196,116",,,,,"687,275","465,275","166,480","28,605","9,750","1,870","15,300","526,280","371,285","123,600","15,360","7,160","1,580","7,300","665,499","451,332","154,392","34,563","11,108","2,360","11,744","504,664","356,012","109,536","23,009","8,505","1,834","5,768","477,002","46,834","127,293","144,155","158,720","335,724","24,937","87,387","100,849","122,551"
South Carolina's 3rd,SC-03,Republican,Jeff,Duncan,(JEF DUHN-kin),/dʒɛf 'dʌŋ.kɪn/,2010,1966,Man,White - Non-Hispanic,Christian - Southern Baptist,No,Won,29.0,67.0,33.9,64.5,35.1,63.5,31.0,67.8,27.1,72.8,28.8,71.2,33.3,66.7,77.7,18.4,2.2,0.7,0.2,0.9,77.0,17.8,3.5,0.8,0.2,0.7 ,83.5 ,361 ,21.6 ,356 ,24.2 ,371 ,"$46,444",379,"$51,130",399,58.9,,,,347,"284,348","82,527","190,540","263,638","89,494","170,173","266,523","93,525","169,190","226,204","70,046","153,338","2,820","269,540","72,933","196,325",282,"164,009","47,181","116,741",87,"84,735","169,512",,,,,"669,015","503,560","124,370","23,315","4,540","1,065","12,155","521,625","405,235","96,170","11,220","3,400",865,"4,740","660,789","494,909","122,916","27,845","5,225","1,367","8,527","510,519","392,896","90,929","17,740","4,093","1,091","3,770","466,302","76,974","147,724","140,809","100,795","358,446","50,106","110,262","111,316","86,762"
South Carolina's 4th,SC-04,Republican,William,Timmons,(WIL-yuhm TIM-uhnz),/'wɪl.jəm 'tɪ.mənz/,2018,1984,Man,White - Non-Hispanic,Christian - Episcopalian,No,Open - Retired,34.5,60.2,36.2,62.2,37.7,60.6,36.6,59.6,31.0,67.2,0.0,84.8,34.2,65.8,74.2,19.2,3.6,1.7,0.2,1.2,72.6,18.0,6.3,2.0,0.2,0.9 ,87.1 ,284 ,31.2 ,184 ,35.9 ,188 ,"$53,725",279,"$61,190",263,47.5,,,,348,"301,747","103,975","181,634","274,554","99,387","170,679","270,855","102,178","164,088","243,950","89,182","145,321","9,447","295,670","91,676","198,648","5,346","149,049",0,"126,452","22,597","89,964","173,201",,,,,"684,630","485,830","133,980","38,475","12,465","1,190","12,690","521,120","386,430","100,015","18,600","8,850",995,"6,230","661,218","462,755","124,400","48,816","13,999","1,306","9,942","501,815","364,448","90,394","31,395","10,134","1,014","4,430","485,074","62,788","125,764","145,299","151,223","349,573","31,990","85,667","106,251","125,665"
South Carolina's 5th,SC-05,Republican,Ralph,Norman,(RALF NAWR-muhn),/ɹælf 'nɔɹ.mən/,2017 Special,1953,Man,White - Non-Hispanic,Christian - Presbyterian,No,Won,38.8,57.3,43.6,55.1,43.8,55.0,41.5,57.0,38.7,59.2,41.1,58.9,44.4,55.6,68.5,26.6,2.5,0.8,0.4,1.2,68.2,26.4,3.1,1.0,0.4,0.8 ,86.0 ,316 ,23.6 ,324 ,27.3 ,311 ,"$50,428",334,"$58,239",303,49.8,20-Jun-17,47.9,51.0,349,"306,200","118,791","175,391","286,200","124,832","157,710","274,280","120,264","150,734","248,579","103,129","141,757","3,693","273,006","105,772","161,669","5,565","175,145","71,985","103,078",82,"123,443","154,324","88,316","42,341","45,076",899,"693,225","458,255","187,840","24,385","6,095","2,685","13,965","530,235","363,035","141,250","13,235","4,355","2,105","6,250","660,216","435,695","180,407","24,958","6,535","3,008","9,613","498,138","339,933","131,638","15,457","4,837","2,094","4,179","480,780","67,357","153,265","146,910","113,248","330,048","37,179","99,603","103,245","90,021"
South Carolina's 6th,SC-06,Democratic,Jim,Clyburn,(JIM KLAHY-bern),/dʒɪm 'klaɪ.bɜɹn/,1992,1940,Man,Black - African-American,Christian - African Methodist Episcopal,No,Won,66.8,30.3,70.9,28.1,70.1,28.9,70.1,28.2,70.1,27.6,72.5,25.5,100.0,0.0,39.4,56.1,2.1,0.7,0.3,1.4,39.1,54.4,4.1,1.1,0.4,0.9 ,83.3 ,366 ,19.7 ,395 ,27.6 ,306 ,"$36,835",430,"$49,458",413,28.6,,,,350,"266,848","178,159","80,741","275,266","195,131","77,299","273,907","191,945","79,266","206,433","144,765","58,282","3,386","253,901","177,947","70,099","5,855","173,432","125,747","44,311","3,374","218,717",0,,,,,"644,435","234,075","371,425","21,515","4,495","1,720","11,200","506,770","199,795","284,155","10,885","3,495","1,455","6,980","665,721","239,031","377,877","31,149","6,676","2,354","8,634","514,995","201,500","279,964","21,343","5,585","1,837","4,766","433,712","72,628","148,685","126,856","85,543","165,004","17,931","51,291","50,267","45,515"
South Carolina's 7th,SC-07,Republican,Tom,Rice,(TAHM RAHYS),/tɑm ɹaɪs/,2012,1957,Man,White - Non-Hispanic,Christian - Episcopalian,No,Won,39.1,58.0,44.4,54.5,45.3,53.6,40.3,59.6,38.9,61.0,40.0,60.0,44.4,55.6,68.7,27.3,1.8,0.8,0.5,0.8,66.8,27.5,3.4,0.8,0.6,0.8 ,85.8 ,323 ,21.0 ,366 ,24.8 ,361 ,"$44,253",397,"$51,744",391,51.7,,,,351,"298,237","116,645","173,046","279,085","124,002","152,230","271,678","123,103","145,666","239,554","96,564","142,681",309,"289,463","112,744","176,468",251,"171,524","68,576","102,833",115,"122,389","153,068",,,,,"692,895","453,295","200,280","19,820","5,515","3,800","10,190","546,950","375,730","149,475","9,935","4,215","2,970","4,625","661,136","420,595","195,107","26,458","5,632","4,149","9,195","512,893","342,651","141,010","17,578","4,244","3,155","4,255","504,508","71,586","171,778","155,030","106,114","346,904","35,664","112,806","112,490","85,944"
South Dakota's At-Large,SD-AL,Republican,Dusty,Johnson,(DUH-stee JAHN-suhn),/'dʌ.sti 'dʒɑn.sən/,2018,1976,Man,White - Non-Hispanic,Christian - Protestant,No,Open - Elected governor,31.7,61.5,39.9,57.9,44.7,53.2,36.0,60.3,35.9,64.1,33.5,66.5,42.6,57.4,87.4,1.1,2.3,0.7,7.0,1.6,87.8,1.0,2.1,0.9,6.9,1.1 ,91.7 ,95 ,28.5 ,234 ,30.3 ,269 ,"$56,499",244,"$59,813",282,60.9,,,,352,"370,047","117,442","227,701","363,809","145,039","210,610","381,975","170,924","203,054","335,965","121,033","202,695","12,237","369,973","132,810","237,163",0,"276,319","92,485","183,834",0,"153,789","207,640",,,,,"845,335","708,630","11,195","26,995","6,545","72,280","19,695","635,405","555,395","6,705","14,450","4,160","44,380","10,320","814,180","689,502","9,959","22,119","7,866","69,476","15,258","611,383","537,069","6,377","12,917","5,759","42,323","6,938","567,083","46,944","173,262","185,400","161,477","492,571","30,398","150,331","162,515","149,327"
Tennessee's 1st,TN-01,Republican,Phil,Roe,(FIL ROH),/fɪl ɹoʊ/,2008,1945,Man,White - Non-Hispanic,Christian - Methodist,No,Won,19.7,76.7,25.7,72.7,28.6,69.9,21.0,77.1,15.4,78.4,0.0,82.8,20.7,79.3,94.6,2.1,1.5,0.4,0.3,1.1,93.7,2.1,2.5,0.6,0.2,0.8 ,84.5 ,347 ,19.8 ,393 ,19.9 ,421 ,"$42,052",413,"$42,927",431,75.8,,,,353,"265,493","52,240","203,668","256,324","65,767","186,310","269,243","77,079","188,237","224,282","47,138","172,835","4,309","253,025","39,024","198,293","15,708","139,470",0,"115,533","23,937","47,663","182,252",,,,,"700,040","650,525","14,675","18,000","3,480","1,710","11,660","557,945","527,835","11,785","8,295","2,335","1,410","6,285","706,717","653,702","15,054","22,775","4,654","1,684","8,848","557,064","521,859","11,541","14,150","3,521","1,390","4,603","509,200","79,158","189,816","139,459","100,767","476,604","71,181","179,417","131,136","94,870"
Tennessee's 2nd,TN-02,Republican,Tim,Burchett,(TIM BER-chit),/tɪm 'bɜɹ.tʃɪt/,2018,1964,Man,White - Non-Hispanic,Christian - Presbyterian,No,Open - Retired,29.7,65.1,30.9,67.3,34.5,64.0,33.1,65.9,24.4,75.6,22.6,72.5,21.7,78.3,90.0,5.8,1.8,1.0,0.3,1.2,88.9,5.7,2.8,1.4,0.3,1.0 ,88.9 ,221 ,30.5 ,199 ,30.9 ,257 ,"$52,741",298,"$55,265",348,62.1,,,,354,"290,193","86,214","188,956","276,952","85,525","186,368","294,421","101,603","188,283","262,134","86,668","172,856","2,610","280,856","68,401","212,455",0,"166,751","37,612","120,883","8,256","54,522","196,894",,,,,"719,360","631,900","44,020","20,760","7,995","1,785","12,900","567,265","510,455","32,795","9,980","5,795","1,520","6,720","702,769","613,371","42,845","23,843","9,890","1,771","11,049","549,646","488,678","31,323","15,212","7,504","1,402","5,527","506,174","56,208","151,933","143,727","154,306","449,537","45,706","136,089","128,628","139,114"
Tennessee's 3rd,TN-03,Republican,Chuck,Fleischmann,(CHUK FLAHY-shmin),/tʃʌk 'flaɪ.ʃmɪn/,2010,1962,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Won,30.2,65.4,35.1,63.3,37.3,61.3,34.5,63.7,28.8,66.4,34.6,62.4,36.6,63.4,85.4,10.4,1.9,0.8,0.3,1.2,84.9,10.1,2.6,1.1,0.3,1.0 ,85.9 ,321 ,23.4 ,328 ,24.1 ,372 ,"$48,198",363,"$51,158",398,64.8,,,,355,"276,457","83,524","180,932","271,565","95,226","171,838","285,533","106,560","175,163","245,765","84,731","156,512","4,522","266,006","76,727","176,613","12,666","156,097","53,983","97,344","4,770","91,094","157,830",,,,,"711,490","593,225","76,370","21,145","6,465","1,850","12,440","560,510","478,445","58,570","10,740","4,590","1,685","6,480","705,326","586,894","75,983","22,228","7,957","1,929","10,335","550,020","466,957","55,693","14,272","6,054","1,567","5,477","513,791","72,378","172,696","148,647","120,070","435,242","56,431","147,444","126,377","104,990"
Tennessee's 4th,TN-04,Republican,Scott,DesJarlais,(SKAHT DEY-zher-ley),/skɑt 'deɪ.ʒəɹ.leɪ/,2010,1964,Man,White - Non-Hispanic,Christian - Episcopalian,No,Won,27.4,68.6,33.1,65.3,35.8,62.6,33.6,63.4,35.0,65.0,35.3,58.3,44.2,55.8,85.1,9.0,2.9,1.1,0.3,1.7,85.2,7.7,4.4,1.5,0.3,1.0 ,86.4 ,303 ,23.1 ,334 ,23.4 ,383 ,"$53,160",288,"$54,631",354,65.2,,,,356,"276,582","75,831","189,613","260,182","86,133","169,977","272,380","97,643","170,600","232,451","78,065","147,323","7,063","254,937","89,141","165,796",0,"145,418","51,357","84,815","9,246","102,022","128,568",,,,,"744,815","613,315","67,255","34,040","8,895","1,875","19,440","567,085","482,560","50,895","16,365","6,130","1,610","9,520","706,861","586,940","56,789","38,525","10,760","2,088","11,759","534,051","454,758","41,181","23,364","7,807","1,650","5,291","511,191","69,705","177,412","146,013","118,061","426,935","52,662","151,759","122,645","99,869"
Tennessee's 5th,TN-05,Democratic,Jim,Cooper,(JIM KOO-per),/dʒɪm 'kʊ.pəɹ/,"2002, 1982-1994",1954,Man,White - Non-Hispanic,Christian - Episcopalian,No,Won,56.5,38.2,55.9,42.5,57.5,41.3,67.8,32.2,62.6,37.4,62.3,35.7,66.6,33.4,68.0,25.0,3.3,1.9,0.2,1.5,65.0,23.1,7.5,2.7,0.3,1.4 ,88.1 ,259 ,37.8 ,105 ,43.5 ,106 ,"$56,053",246,"$64,514",229,38.5,,,,357,"276,959","156,608","105,776","273,794","152,939","116,229","296,073","170,190","122,232","262,248","177,923","84,317",8,"273,544","171,111","102,433",0,"154,276","96,148","55,078","3,050","171,621","86,240",,,,,"706,875","447,315","184,635","42,770","14,590","1,510","16,055","550,435","374,450","137,740","18,125","10,500","1,260","8,360","702,181","429,033","174,518","63,349","19,481","1,684","14,116","547,011","355,749","126,434","41,046","14,934","1,419","7,429","525,661","62,578","128,738","135,776","198,569","343,495","27,290","79,748","87,127","149,330"
Tennessee's 6th,TN-06,Republican,John,Rose,(JAHN ROHZ),/ʒdɑn ɹoʊz/,2018,1965,Man,White - Non-Hispanic,Christian - Protestant,No,Open - Ran for governor,23.7,72.6,29.5,69.1,33.5,64.9,28.3,69.5,21.8,71.1,23.0,71.1,0.0,100.0,92.1,4.2,1.7,0.6,0.3,1.1,91.5,3.8,2.9,0.7,0.3,0.8 ,86.7 ,297 ,22.0 ,350 ,22.0 ,400 ,"$52,980",292,"$53,310",372,71.8,,,,358,"297,967","70,549","216,461","278,928","82,297","192,662","289,881","97,072","188,258","248,740","70,370","172,810","5,560","284,490","61,995","202,234","20,261","162,097","37,232","115,231","9,634",0,"184,383",,,,,"742,425","668,270","32,790","22,240","4,985","2,005","12,135","571,230","525,940","24,085","9,695","3,590","1,690","6,240","708,141","638,135","28,183","25,490","5,357","1,970","9,006","539,694","493,996","20,355","15,497","3,880","1,570","4,396","523,361","69,643","192,155","146,359","115,204","474,259","59,765","177,053","133,274","104,167"
Tennessee's 7th,TN-07,Republican,Mark,Green,(MAHRK GREEN),/mɑɹk gɹin/,2018,1964,Man,White - Non-Hispanic,Christian - Protestant,No,Open - Elected to Senate,28.2,67.5,32.9,65.7,36.3,62.4,32.1,66.9,23.5,72.2,26.8,70.0,25.2,74.8,83.5,10.2,3.3,1.3,0.3,1.4,84.3,9.4,3.3,1.5,0.3,1.2 ,88.4 ,245 ,29.4 ,216 ,30.2 ,272 ,"$56,857",238,"$59,075",290,58.2,,,,359,"291,561","82,313","196,848","279,796","92,042","183,757","285,870","103,884","178,286","254,384","81,661","170,071","2,652","277,513","65,226","200,407","11,880","157,907","42,280","110,534","5,093","61,679","182,730",,,,,"748,840","611,605","75,985","32,455","10,605","2,105","16,080","560,640","467,975","56,980","18,710","7,340","1,755","7,880","703,960","581,125","67,578","28,766","10,908","2,182","13,401","522,321","440,345","49,038","17,362","7,856","1,709","6,011","506,719","58,905","160,102","138,628","149,084","420,612","46,798","134,841","111,862","127,111"
Tennessee's 8th,TN-08,Republican,David,Kustoff,(DEY-vid KUHS-tawf),/'deɪ.vɪd 'kʌs.tɔf/,2016,1966,Man,White - Non-Hispanic,Jewish,No,Won,30.7,66.3,32.9,66.1,34.9,64.1,30.1,67.7,25.1,68.8,24.6,70.8,29.4,70.6,76.4,19.5,1.7,1.2,0.2,1.0,76.7,18.6,2.2,1.5,0.2,0.8 ,88.5 ,239 ,29.3 ,219 ,30.7 ,260 ,"$57,726",223,"$62,207",251,52.9,,,,360,"296,672","91,025","196,702","305,053","100,213","201,645","316,873","110,590","203,070","248,345","74,755","168,030","5,560","282,733","70,925","194,386","17,422","172,595","42,433","122,255","7,907","79,490","190,923",,,,,"694,895","514,530","139,425","17,580","10,115","1,515","11,735","531,380","406,000","103,530","9,200","6,140","1,305","5,200","704,834","526,413","137,108","18,977","11,644","1,579","9,113","533,039","408,794","99,058","11,720","8,185","1,232","4,050","482,772","55,524","154,036","131,886","141,326","367,946","37,031","114,822","103,005","113,088"
Tennessee's 9th,TN-09,Democratic,Steve,Cohen,(STEEV KOH-uhn),/stiv 'koʊ.ən/,2006,1949,Man,White - Non-Hispanic,Jewish,No,Won,77.5,19.8,78.4,20.9,77.0,22.5,80.0,19.2,78.7,18.9,75.0,23.3,75.9,24.1,28.3,67.4,2.0,1.2,0.1,1.0,30.2,61.1,5.7,1.8,0.2,0.9 ,85.4 ,333 ,24.0 ,316 ,40.0 ,142 ,"$39,903",423,"$57,061",317,17.0,,,,361,"222,353","172,391","43,970","255,982","200,568","53,544","289,475","222,816","65,047","181,476","145,139","34,901","1,436","217,957","171,631","41,123","5,203","116,550","87,376","27,173","2,001","188,422","59,742",,,,,"673,710","164,045","462,010","29,840","7,620",785,"9,405","498,420","140,845","335,770","10,120","5,890",625,"5,170","705,316","185,169","451,333","46,106","12,427","1,415","8,866","517,258","156,441","316,030","29,383","9,564","1,066","4,774","451,837","66,171","140,960","136,042","108,664","126,689","8,120","30,786","37,109","50,674"
Texas' 1st,TX-01,Republican,Louie,Gohmert,(LOO-ee GOH-mert),/'lu.i 'goʊ.məɹt/,2004,1953,Man,White - Non-Hispanic,Christian - Southern Baptist,No,Won,25.3,72.2,27.5,71.6,30.5,69.0,26.3,72.3,24.1,73.9,22.5,77.5,27.4,72.6,70.3,18.6,8.9,0.9,0.3,0.9,68.3,17.2,12.3,0.9,0.4,0.9 ,83.5 ,360 ,20.8 ,372 ,25.1 ,354 ,"$49,465",348,"$56,248",331,52.7,,,,362,"262,492","66,389","189,604","254,055","69,858","181,835","258,800","78,918","178,520","232,720","61,263","168,165","3,292","260,409","62,847","192,434","5,128","148,560","33,476","115,084",0,"67,222","178,322",,,,,"680,445","445,070","124,645","92,160","6,885","2,070","9,625","506,505","356,165","94,185","45,325","4,795","1,700","4,330","697,653","449,361","122,388","108,031","6,394","2,514","8,965","523,109","357,220","90,056","64,595","4,739","1,984","4,515","467,913","77,193","137,504","156,035","97,181","319,229","32,950","92,503","113,778","79,998"
Texas' 2nd,TX-02,Republican,Dan,Crenshaw,(DAN KREN-shaw),/dæn 'kɹɛn.ʃɔ/,2018,1984,Man,White - Non-Hispanic,Christian - Methodist,No,Open - Retired,43.1,52.4,35.6,62.9,37.4,61.9,45.6,52.8,36.0,60.6,29.6,67.9,33.5,66.5,57.4,12.6,21.8,6.6,0.2,1.4,54.3,9.2,27.8,7.3,0.3,1.2 ,88.8 ,229 ,41.3 ,72 ,50.7 ,57 ,"$78,481",69,"$94,871",46,28.3,,,,363,"277,873","119,659","145,530","249,569","88,751","157,094","243,439","91,087","150,665","263,392","119,992","139,188","4,212","278,236","100,231","168,692","9,313","150,026","44,462","101,936","3,628","80,512","159,664",,,,,"688,800","358,530","89,185","183,355","44,100","1,490","12,150","505,415","290,160","63,500","109,975","33,400","1,230","7,145","723,642","362,572","69,835","226,797","50,935","1,709","11,794","535,783","291,002","49,043","148,729","39,188","1,350","6,471","525,008","58,717","102,451","146,760","217,080","274,254","9,257","45,603","80,326","139,068"
Texas' 3rd,TX-03,Republican,Van,Taylor,(VAN TEY-ler),/væn 'teɪ.ləɹ/,2018,1972,Man,White - Non-Hispanic,Christian - Episcopalian,No,Open - Retired,40.6,54.8,34.2,64.3,37.5,61.7,44.2,54.2,34.6,61.2,0.0,82.0,0.0,100.0,67.6,10.0,9.9,10.4,0.4,1.7,65.3,8.1,12.8,11.8,0.4,1.6 ,94.0 ,21 ,53.9 ,19 ,55.0 ,39 ,"$94,366",28,"$101,456",31,30.5,,,,364,"318,536","129,384","174,561","272,664","93,290","175,383","267,545","100,440","165,158","312,511","138,234","169,520","4,757","316,467","109,420","193,684","13,363","138,280",0,"113,404","24,876",0,"187,180",,,,,"745,285","471,780","73,690","91,925","86,705","2,845","18,330","535,570","362,155","53,565","53,115","55,760","2,080","8,890","701,227","437,406","58,722","101,226","84,802","2,789","16,282","501,350","327,172","40,578","63,967","59,405","1,993","8,235","553,031","33,369","74,793","147,049","297,820","336,958","7,419","44,725","99,593","185,221"
Texas' 4th,TX-04,Vacant (R),,,,,,,,,,,Won,21.8,75.4,24.8,74.0,29.4,69.9,23.0,75.7,0.0,88.0,0.0,100.0,24.8,75.2,78.7,10.7,7.5,0.8,0.7,1.6,77.1,10.3,9.8,0.9,0.8,1.1 ,86.7 ,295 ,21.8 ,353 ,23.9 ,375 ,"$54,404",265,"$59,594",287,59.9,,,,365,"279,188","60,841","210,587","256,123","63,559","189,554","258,577","75,910","180,772","249,245","57,400","188,667","3,178","246,220",0,"216,643","29,577","115,085",0,"115,085",0,"60,214","182,679",,,,,"706,350","527,870","75,230","76,725","5,775","4,635","16,115","527,810","415,455","56,680","39,600","4,300","3,490","8,285","704,405","519,963","74,839","85,956","6,406","5,385","11,856","526,203","405,741","54,297","51,330","4,837","4,022","5,976","495,791","65,840","161,228","160,712","108,011","378,637","35,674","123,104","129,180","90,679"
Texas' 5th,TX-05,Republican,Lance,Gooden,(LANS GOOD-uhn),/læns 'gʊ.ɾən/,2018,1982,Man,White - Non-Hispanic,Christian - Congregationalist,No,Open - Retired,34.3,62.7,34.4,64.5,37.4,61.9,37.5,62.3,0.0,80.6,0.0,85.4,34.0,66.0,65.4,16.5,14.8,1.5,0.5,1.2,62.5,13.3,20.9,1.8,0.4,1.0 ,80.5 ,392 ,20.4 ,380 ,25.1 ,355 ,"$51,869",316,"$58,881",296,49.0,,,,366,"232,735","79,759","145,841","212,669","73,085","137,239","222,316","83,216","137,698","209,507","78,666","130,617",224,"192,875",0,"155,469","37,406","104,262",0,"88,998","15,264","69,178","134,091",,,,,"665,335","386,510","107,950","146,740","10,295","2,815","11,030","477,690","312,575","78,730","70,930","7,230","2,275","5,950","687,716","395,476","94,652","172,350","12,674","2,883","9,681","503,906","314,945","67,157","105,195","9,294","2,250","5,065","483,540","94,120","145,589","145,086","98,745","289,486","31,097","89,706","96,145","72,538"
